Product Id,Description,Sum of Quantity,Sum of Total Cost Price,Sum of Total Selling Price,Profit Rupees,Profit %,Weekday/Weekend/Holiday
21365,MIRRORED WALL ART STARS,212,14838.6356,15898.6356,1060,7.143513923,Weekday
21366,MIRRORED WALL ART PHOTO FRAMES,11,2569.0307,2624.0307,55,2.140885276,Weekend
21366,MIRRORED WALL ART PHOTO FRAMES,63,19625.1139,19940.1139,315,1.605086226,Weekday
21367,MIRRORED WALL ART GENTS,81,3750.3999,4155.3999,405,10.79884841,Weekend
21367,MIRRORED WALL ART GENTS,83,5502.8985,5917.8985,415,7.541480185,Weekday
21367,MIRRORED WALL ART GENTS,2,406.7997,416.7997,10,2.458212236,Holiday
21368,MIRRORED WALL ART LADIES,82,3319.837,3729.837,410,12.35000393,Weekend
21368,MIRRORED WALL ART LADIES,74,3460.0661,3830.0661,370,10.69343733,Weekday
21369,MIRRORED WALL ART SPLODGES,83,6163.9724,6578.9724,415,6.732671288,Weekday
21369,MIRRORED WALL ART SPLODGES,17,1975.4474,2060.4474,85,4.302822743,Weekend
21370,MIRRORED WALL ART FOXY,2,685.579,695.579,10,1.458621107,Holiday
21370,MIRRORED WALL ART FOXY,10,3814.0235,3864.0235,50,1.310951545,Weekday
21370,MIRRORED WALL ART FOXY,1,677.4342,682.4342,5,0.738079064,Weekend
21371,MIRRORED WALL ART POPPIES,77,2777.9675,3162.9675,385,13.85905343,Weekend
21371,MIRRORED WALL ART POPPIES,193,12684.2317,13649.2317,965,7.607871118,Weekday
21372,MIRRORED WALL ART TABLE LAMP,51,3050.9172,3305.9172,255,8.358142266,Weekday
21372,MIRRORED WALL ART TABLE LAMP,16,1669.9015,1749.9015,80,4.790701727,Weekend
21372,MIRRORED WALL ART TABLE LAMP,1,156.5715,161.5715,5,3.1934292,Holiday
21373,MIRRORED WALL ART SNOWFLAKES,173,6241.4075,7106.4075,865,13.85905343,Weekend
21373,MIRRORED WALL ART SNOWFLAKES,12,432.93,492.93,60,13.85905343,Holiday
21373,MIRRORED WALL ART SNOWFLAKES,249,9259.3383,10504.3383,1245,13.44588522,Weekday
21374,MIRRORED WALL ART SKULLS,154,10532.8849,11302.8849,770,7.310437808,Weekend
21374,MIRRORED WALL ART SKULLS,119,10833.8559,11428.8559,595,5.492042773,Weekday
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,9,2933.9403,2978.9403,45,1.53377354,Weekend
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,28,12692.611,12832.611,140,1.103003945,Weekday
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,22,6581.7986,6691.7986,110,1.671275691,Weekday
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,11,3813.4051,3868.4051,55,1.442280549,Weekend
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,12,196.3236,256.3236,60,30.56178676,Holiday
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,37,3615.4903,3800.4903,185,5.116871701,Weekend
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,71,7220.7864,7575.7864,355,4.916362018,Weekday
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,12,196.3236,256.3236,60,30.56178676,Holiday
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,99,8017.9011,8512.9011,494.999999999999,6.17368553,Weekday
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,31,3009.6106,3164.6106,155,5.150167932,Weekend
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,12,196.3236,256.3236,60,30.56178676,Holiday
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,39,2878.1447,3073.1447,195,6.775197925,Weekend
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,125,9294.9424,9919.9424,625,6.724086854,Weekday
21380,WOODEN HAPPY BIRTHDAY GARLAND,453,69638.6991,71903.6991,2265,3.252501884,Weekend
21380,WOODEN HAPPY BIRTHDAY GARLAND,19,2974.8585,3069.8585,95,3.1934292,Holiday
21380,WOODEN HAPPY BIRTHDAY GARLAND,890,141184.5254,145634.5254,4450,3.151903502,Weekday
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1305,113858.9123,120383.9123,6525,5.730776685,Weekday
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,30,2626.839,2776.839,150,5.710285252,Holiday
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,242,23038.8698,24248.8698,1210,5.251993741,Weekend
21382,SET/4 SPRING FLOWER DECORATION,337,17628.5451,19313.5451,1685,9.558361115,Weekend
21382,SET/4 SPRING FLOWER DECORATION,608,36633.1972,39673.1972,3040,8.298483977,Weekday
21382,SET/4 SPRING FLOWER DECORATION,3,469.7145,484.7145,15,3.1934292,Holiday
21383,PACK OF 12 STICKY BUNNIES,6,183.603,213.603,30,16.33960229,Holiday
21383,PACK OF 12 STICKY BUNNIES,467,17215.6992,19550.6992,2335,13.56320166,Weekday
21383,PACK OF 12 STICKY BUNNIES,131,4925.5153,5580.5153,655,13.29810101,Weekend
21385,IVORY HANGING DECORATION  HEART,80,3324.36,3724.36,400,12.0323912,Holiday
21385,IVORY HANGING DECORATION  HEART,578,25176.8865,28066.8865,2890,11.47878233,Weekend
21385,IVORY HANGING DECORATION  HEART,1132,53130.6657,58790.6657,5660,10.65298152,Weekday
21386,IVORY HANGING DECORATION  EGG,260,2389.8549,3689.8549,1300,54.39660793,Weekend
21386,IVORY HANGING DECORATION  EGG,425,9017.9565,11142.9565,2125,23.56409681,Weekday
21386,IVORY HANGING DECORATION  EGG,6,249.327,279.327,30,12.0323912,Holiday
21389,IVORY HANGING DECORATION  BIRD,604,25510.7884,28530.7884,3020,11.83812884,Weekday
21389,IVORY HANGING DECORATION  BIRD,210,9015.6306,10065.6306,1050,11.64643991,Weekend
21389,IVORY HANGING DECORATION  BIRD,7,335.2452,370.2452,35,10.44011965,Holiday
21390,FILIGRIS HEART WITH BUTTERFLY,2192,134314.6865,145274.6865,10960,8.159941616,Weekday
21390,FILIGRIS HEART WITH BUTTERFLY,26,1650.025,1780.025,130,7.878668505,Holiday
21390,FILIGRIS HEART WITH BUTTERFLY,430,28020.6022,30170.6022,2150,7.672925745,Weekend
21391,FRENCH LAVENDER SCENT HEART,233,11363.6375,12528.6375,1165,10.25199897,Weekend
21391,FRENCH LAVENDER SCENT HEART,550,29489.8128,32239.8128,2750,9.325254177,Weekday
21391,FRENCH LAVENDER SCENT HEART,1,225.5817,230.5817,5,2.216491852,Holiday
21392,RED POLKADOT PUDDING BOWL,24,1048.2441,1168.2441,120,11.44771528,Weekday
21392,RED POLKADOT PUDDING BOWL,8,1102.5022,1142.5022,40,3.628110674,Weekend
21393,BLUE POLKADOT PUDDING BOWL,12,758.2638,818.2638,60,7.912813456,Weekend
21393,BLUE POLKADOT PUDDING BOWL,15,994.6581,1069.6581,75.0000000000001,7.540279419,Weekday
21394,RED POLKADOT BEAKER,881,15500.0611,19905.0611,4405,28.41924281,Weekend
21394,RED POLKADOT BEAKER,1932,35462.8122,45122.8122,9660,27.23980249,Weekday
21395,BLUE POLKADOT BEAKER,755,12691.6005,16466.6005,3775,29.74408153,Weekend
21395,BLUE POLKADOT BEAKER,1618,27489.6874,35579.6874,8090,29.42921788,Weekday
21397,BLUE POLKADOT EGG CUP,188,4027.639,4967.639,940,23.33873517,Weekend
21397,BLUE POLKADOT EGG CUP,365,10090.2135,11915.2135,1825,18.08683235,Weekday
21397,BLUE POLKADOT EGG CUP,13,375.3508,440.3508,65,17.31713373,Holiday
21398,RED POLKADOT COFFEE  MUG,48,785.2944,1025.2944,240,30.56178676,Holiday
21398,RED POLKADOT COFFEE  MUG,609,12953.8647,15998.8647,3045,23.50649841,Weekday
21398,RED POLKADOT COFFEE  MUG,144,5281.6966,6001.6966,720,13.63198333,Weekend
21399,BLUE POLKADOT COFFEE MUG,48,785.2944,1025.2944,240,30.56178676,Holiday
21399,BLUE POLKADOT COFFEE MUG,938,17270.5792,21960.5792,4690,27.15600876,Weekday
21399,BLUE POLKADOT COFFEE MUG,406,7570.6333,9600.6333,2030,26.8141372,Weekend
21400,RED PUDDING SPOON,261,656.8614,1961.8614,1305,198.6720486,Weekend
21400,RED PUDDING SPOON,577,1849.8665,4734.8665,2885,155.9572002,Weekday
21401,BLUE PUDDING SPOON,244,675.042,1895.042,1220,180.7294953,Weekend
21401,BLUE PUDDING SPOON,675,1988.6261,5363.6261,3375,169.7151616,Weekday
21401,BLUE PUDDING SPOON,24,100,157.7376,57.7376,57.7376,Holiday
21402,RED  EGG  SPOON,384,1020.6013,2940.6013,1920,188.1243929,Weekend
21402,RED  EGG  SPOON,868,2900,6301.8362,3401.8362,117.3046966,Weekday
21403,BLUE EGG  SPOON,412,1343.9555,3403.9555,2060,153.2788846,Weekend
21403,BLUE EGG  SPOON,1158,6345.9366,12135.9366,5790,91.23948701,Weekday
21403,BLUE EGG  SPOON,27,110,177.4548,67.4548,61.32254545,Holiday
21407,BROWN  CAT DOORSTOP,61,15235.9875,15540.9875,305,2.001839395,Weekend
21407,BROWN  CAT DOORSTOP,164,42905.6295,43725.6295,820,1.91117112,Weekday
21407,BROWN  CAT DOORSTOP,6,2060.0232,2090.0232,30,1.456294279,Holiday
21408,SPOTTY PINK DUCK DOORSTOP,12,2650.0196,2710.0196,60,2.264134197,Holiday
21408,SPOTTY PINK DUCK DOORSTOP,176,40877.7434,41757.7434,880,2.152760712,Weekday
21408,SPOTTY PINK DUCK DOORSTOP,66,15925.736,16255.736,330,2.072117734,Weekend
21410,COUNTRY COTTAGE  DOORSTOP GREEN,1,458.9019,463.9019,5,1.089557485,Weekday
21411,GINGHAM HEART  DOORSTOP RED,21,4006.5839,4111.5839,105,2.620686416,Holiday
21411,GINGHAM HEART  DOORSTOP RED,144,33333.7952,34053.7952,720,2.159970071,Weekend
21411,GINGHAM HEART  DOORSTOP RED,269,64408.0281,65753.0281,1344.99999999999,2.088248996,Weekday
21412,VINTAGE GOLD TINSEL REEL,6,108.0204,138.0204,30,27.77253186,Weekday
21413,PERIWINKLE T-LIGHT HOLDER,36,2624.224,2804.224,180,6.859170559,Weekday
21413,PERIWINKLE T-LIGHT HOLDER,8,714.7306,754.7306,40,5.596514267,Weekend
21413,PERIWINKLE T-LIGHT HOLDER,4,529.8908,549.8908,20,3.774362567,Holiday
21414,SCALLOP SHELL SOAP DISH,1,110.017,115.017,5,4.544752175,Weekday
21415,CLAM SHELL SMALL,18,1119.3216,1209.3216,90,8.040584583,Holiday
21415,CLAM SHELL SMALL,140,14836.0582,15536.0582,700,4.718234389,Weekday
21415,CLAM SHELL SMALL,60,7156.9355,7456.9355,300,4.19173821,Weekend
21416,CLAM SHELL LARGE,5,1001.9375,1026.9375,25,2.495165617,Weekday
21417,COCKLE SHELL DISH,14,906.0014,976.0014,70,7.726257377,Holiday
21417,COCKLE SHELL DISH,259,24569.5848,25864.5848,1295,5.270744339,Weekday
21417,COCKLE SHELL DISH,53,5651.2554,5916.2554,265,4.689223566,Weekend
21418,STARFISH SOAP DISH,12,459.2196,519.2196,60,13.06564441,Holiday
21418,STARFISH SOAP DISH,18,2170.3579,2260.3579,90,4.146781505,Weekend
21418,STARFISH SOAP DISH,41,7278.2251,7483.2251,205,2.816620772,Weekday
21420,OYSTER TRINKET BOX,23,4188.2789,4303.2789,115,2.745757929,Weekday
21420,OYSTER TRINKET BOX,4,877.1326,897.1326,20,2.280156957,Weekend
21421,PORCELAIN ROSE LARGE,159,8592.0303,9387.0303,795,9.252760666,Weekend
21421,PORCELAIN ROSE LARGE,80,5188.7308,5588.7308,400,7.709014312,Weekday
21422,PORCELAIN ROSE SMALL,1144,44464.1079,50184.1079,5720,12.86430847,Weekday
21422,PORCELAIN ROSE SMALL,386,15100.1838,17030.1838,1930,12.78130138,Weekend
21424,WOODLAND STORAGE BOX LARGE,243,49526.6665,50741.6665,1215,2.453223861,Weekday
21424,WOODLAND STORAGE BOX LARGE,81,19613.9827,20018.9827,405,2.064853458,Weekend
21425,SKULLS STORAGE BOX LARGE,6,939.429,969.429,30,3.1934292,Holiday
21425,SKULLS STORAGE BOX LARGE,57,10848.0979,11133.0979,285,2.62718868,Weekday
21425,SKULLS STORAGE BOX LARGE,23,4972.5853,5087.5853,115,2.312680287,Weekend
21426,WOODLAND STORAGE BOX SMALL,39,4901.8962,5096.8962,195,3.978052412,Weekend
21426,WOODLAND STORAGE BOX SMALL,219,28246.3844,29341.3844,1095,3.876602345,Weekday
21427,SKULLS STORAGE BOX SMALL,8,880.136,920.136,40,4.544752175,Holiday
21427,SKULLS STORAGE BOX SMALL,57,8021.4182,8306.4182,285,3.552987675,Weekday
21427,SKULLS STORAGE BOX SMALL,30,4397.0054,4547.0054,150,3.411412686,Weekend
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,63,13019.8519,13334.8519,315,2.419382359,Holiday
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,263,60617.2729,61932.2729,1315,2.169348664,Weekend
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,541,129057.9275,131762.9275,2704.99999999999,2.095958034,Weekday
21429,RED GINGHAM ROSE JEWELLERY BOX,49,4501.9159,4746.9159,245,5.442127428,Holiday
21429,RED GINGHAM ROSE JEWELLERY BOX,701,73918.9674,77423.9674,3505,4.741678791,Weekday
21429,RED GINGHAM ROSE JEWELLERY BOX,241,26423.7265,27628.7265,1205,4.56029546,Weekend
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1297,261154.6297,267639.6297,6485,2.483203153,Weekday
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,369,85531.7718,87376.7718,1845,2.157093161,Weekend
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,12,2819.8066,2879.8066,60,2.127805503,Holiday
21439,BASKET OF TOADSTOOLS,914,55691.7879,60261.7879,4570,8.205877693,Weekday
21439,BASKET OF TOADSTOOLS,15,951.9375,1026.9375,75,7.878668505,Holiday
21439,BASKET OF TOADSTOOLS,223,14754.0598,15869.0598,1115,7.557241973,Weekend
21441,BLUE BIRDHOUSE DECORATION,180,4630.6746,5530.6746,900,19.43561312,Weekend
21441,BLUE BIRDHOUSE DECORATION,12,498.654,558.654,60,12.0323912,Holiday
21441,BLUE BIRDHOUSE DECORATION,164,7580.6226,8400.6226,820.000000000001,10.81705347,Weekday
21442,GREEN BIRDHOUSE DECORATION,25,215.6694,340.6694,125,57.95907996,Holiday
21442,GREEN BIRDHOUSE DECORATION,98,3257.3634,3747.3634,490,15.04284109,Weekend
21442,GREEN BIRDHOUSE DECORATION,287,10910.7057,12345.7057,1435,13.15221984,Weekday
21445,12 PINK ROSE PEG PLACE SETTINGS,125,7932.8125,8557.8125,625,7.878668505,Weekend
21445,12 PINK ROSE PEG PLACE SETTINGS,87,5521.2375,5956.2375,435,7.878668505,Weekday
21446,12 RED ROSE PEG PLACE SETTINGS,94,6699.9407,7169.9407,470,7.014987461,Weekend
21446,12 RED ROSE PEG PLACE SETTINGS,274,19848.9934,21218.9934,1370,6.902113233,Weekday
21446,12 RED ROSE PEG PLACE SETTINGS,16,1222.4306,1302.4306,80,6.544338795,Holiday
21447,12 IVORY ROSE PEG PLACE SETTINGS,6,380.775,410.775,30,7.878668505,Holiday
21447,12 IVORY ROSE PEG PLACE SETTINGS,269,20119.9107,21464.9107,1345,6.684920326,Weekend
21447,12 IVORY ROSE PEG PLACE SETTINGS,500,40448.4432,42948.4432,2500,6.180707593,Weekday
21448,12 DAISY PEGS IN WOOD BOX,2,170.741,180.741,10,5.856824079,Holiday
21448,12 DAISY PEGS IN WOOD BOX,71,6151.1283,6506.1283,355,5.771298901,Weekend
21448,12 DAISY PEGS IN WOOD BOX,192,17121.2201,18081.2201,960,5.607077033,Weekday
21452,TOADSTOOL MONEY BOX,399,68734.5717,70719.5717,1985,2.88792081,Weekday
21452,TOADSTOOL MONEY BOX,19,3292.5245,3387.5245,95,2.885324012,Holiday
21452,TOADSTOOL MONEY BOX,105,18766.0894,19291.0894,525,2.797599376,Weekend
21454,PAINTED PINK RABBIT,6,249.327,279.327,30,12.0323912,Holiday
21454,PAINTED PINK RABBIT,74,3087.0824,3457.0824,370,11.98542676,Weekend
21454,PAINTED PINK RABBIT,248,10354.809,11594.809,1240,11.97511224,Weekday
21455,PAINTED YELLOW WOODEN DAISY,299,12366.1916,13861.1916,1495,12.0894132,Weekday
21455,PAINTED YELLOW WOODEN DAISY,6,249.327,279.327,30,12.0323912,Holiday
21455,PAINTED YELLOW WOODEN DAISY,100,4157.6408,4657.6408,500,12.02605093,Weekend
21456,2 PICTURE BOOK EGGS EASTER CHICKS,42,2665.425,2875.425,210,7.878668505,Weekend
21456,2 PICTURE BOOK EGGS EASTER CHICKS,92,6169.9085,6629.9085,460,7.455540062,Weekday
21457,2 PICTURE BOOK EGGS EASTER DUCKS,38,2477.8467,2667.8467,190,7.667948142,Weekend
21457,2 PICTURE BOOK EGGS EASTER DUCKS,80,5540.9019,5940.9019,400,7.219041362,Weekday
21458,2 PICTURE BOOK EGGS EASTER BUNNY,57,3948.721,4233.721,285,7.21752689,Weekend
21458,2 PICTURE BOOK EGGS EASTER BUNNY,84,6258.6538,6678.6538,420,6.7107083,Weekday
21459,YELLOW EASTER EGG HUNT START POST,63,6413.4945,6728.4945,315,4.911518985,Weekday
21459,YELLOW EASTER EGG HUNT START POST,21,2257.2301,2362.2301,105,4.651718936,Weekend
21460,GREEN EASTER EGG HUNT START POST,25,2545.0375,2670.0375,125,4.911518985,Weekday
21460,GREEN EASTER EGG HUNT START POST,3,424.8031,439.8031,15,3.531047678,Weekend
21461,BLUE EASTER EGG HUNT START POST,6,730.2076,760.2076,30,4.108420674,Weekend
21461,BLUE EASTER EGG HUNT START POST,5,628.4061,653.4061,25,3.978319116,Weekday
21462,"NURSERY A,B,C PAINTED LETTERS",10,1543.807,1593.807,50,3.238746812,Holiday
21462,"NURSERY A,B,C PAINTED LETTERS",41,11462.6531,11667.6531,205,1.78841668,Weekend
21462,"NURSERY A,B,C PAINTED LETTERS",96,29513.1474,29993.1474,480,1.626393802,Weekday
21463,MIRRORED DISCO BALL,51,13735.9965,13990.9965,255,1.856436117,Holiday
21463,MIRRORED DISCO BALL,156,44744.824,45524.824,780,1.743218389,Weekend
21463,MIRRORED DISCO BALL,304,88346.616,89866.616,1520,1.720496006,Weekday
21464,DISCO BALL ROTATOR BATTERY OPERATED,75,16918.6275,17293.6275,375,2.216491852,Weekend
21464,DISCO BALL ROTATOR BATTERY OPERATED,147,33482.5575,34217.5575,735,2.195172815,Weekday
21464,DISCO BALL ROTATOR BATTERY OPERATED,2,455.545,465.545,10,2.195172815,Holiday
21465,PINK FLOWER CROCHET FOOD COVER,3,601.1625,616.1625,15,2.495165617,Holiday
21465,PINK FLOWER CROCHET FOOD COVER,79,15958.2266,16353.2266,395,2.475212377,Weekend
21465,PINK FLOWER CROCHET FOOD COVER,124,25164.0729,25784.0729,620,2.46383009,Weekday
21466,RED FLOWER CROCHET FOOD COVER,198,38332.1215,39322.1215,990,2.582690342,Weekday
21466,RED FLOWER CROCHET FOOD COVER,3,601.1625,616.1625,15,2.495165617,Holiday
21466,RED FLOWER CROCHET FOOD COVER,70,14231.9648,14581.9648,350,2.45925285,Weekend
21467,CHERRY CROCHET FOOD COVER,1,200.3875,205.3875,5,2.495165617,Holiday
21467,CHERRY CROCHET FOOD COVER,104,21273.5307,21793.5307,520,2.444352126,Weekend
21467,CHERRY CROCHET FOOD COVER,122,24978.544,25588.544,610,2.442095904,Weekday
21468,BUTTERFLY CROCHET FOOD COVER,7,1402.7125,1437.7125,35,2.495165617,Holiday
21468,BUTTERFLY CROCHET FOOD COVER,34,6940.7891,7110.7891,170,2.449289231,Weekend
21468,BUTTERFLY CROCHET FOOD COVER,84,17850.1766,18270.1766,420,2.352917898,Weekday
21469,POLKA DOT RAFFIA FOOD COVER,201,39953.6491,40958.6491,1005,2.515414793,Weekday
21469,POLKA DOT RAFFIA FOOD COVER,7,1402.7125,1437.7125,35,2.495165617,Holiday
21469,POLKA DOT RAFFIA FOOD COVER,40,8396.6992,8596.6992,200,2.38188835,Weekend
21470,FLOWER VINE RAFFIA FOOD COVER,229,47054.7908,48199.7908,1145,2.433333526,Weekday
21470,FLOWER VINE RAFFIA FOOD COVER,87,18001.6774,18436.6774,435,2.416441481,Weekend
21470,FLOWER VINE RAFFIA FOOD COVER,8,2018.2566,2058.2566,40.0000000000002,1.981908544,Holiday
21471,STRAWBERRY RAFFIA FOOD COVER,157,28704.2634,29489.2634,785,2.734785384,Weekend
21471,STRAWBERRY RAFFIA FOOD COVER,428,79157.8495,81297.8495,2140,2.703458992,Weekday
21471,STRAWBERRY RAFFIA FOOD COVER,1,200.3875,205.3875,5,2.495165617,Holiday
21472,LADYBIRD + BEE RAFFIA FOOD COVER,3,601.1625,616.1625,15,2.495165617,Holiday
21472,LADYBIRD + BEE RAFFIA FOOD COVER,52,10835.3066,11095.3066,260,2.399562925,Weekday
21472,LADYBIRD + BEE RAFFIA FOOD COVER,42,8831.4316,9041.4316,210,2.377870424,Weekend
21473,SWEETHEART CREAM STEEL TABLE RECT,14,15227.261,15297.261,70,0.459701847,Weekday
21473,SWEETHEART CREAM STEEL TABLE RECT,12,17434.0857,17494.0857,60,0.344153407,Weekend
21476,STEEL SWEETHEART ROUND TABLE CREAM,30,24414.345,24564.345,150,0.614392891,Weekday
21476,STEEL SWEETHEART ROUND TABLE CREAM,4,8002.7096,8022.7096,20,0.249915354,Weekend
21479,WHITE SKULL HOT WATER BOTTLE,124,23119.5088,23739.5088,620,2.681717875,Holiday
21479,WHITE SKULL HOT WATER BOTTLE,452,104262.173,106522.173,2260,2.167612601,Weekend
21479,WHITE SKULL HOT WATER BOTTLE,1365,395021.9423,401846.9423,6825,1.727752124,Weekday
21481,FAWN BLUE HOT WATER BOTTLE,27,4315.0625,4450.0625,135,3.128575774,Holiday
21481,FAWN BLUE HOT WATER BOTTLE,388,68675.5087,70615.5087,1940,2.824878966,Weekend
21481,FAWN BLUE HOT WATER BOTTLE,1006,184153.2478,189183.2478,5030,2.731420738,Weekday
21484,CHICK GREY HOT WATER BOTTLE,741,173119.5387,176814.5387,3695,2.134363358,Weekday
21484,CHICK GREY HOT WATER BOTTLE,150,37746.7376,38496.7376,750,1.986926679,Weekend
21484,CHICK GREY HOT WATER BOTTLE,28,7275.3103,7415.3103,140,1.924316548,Holiday
21485,RETROSPOT HEART HOT WATER BOTTLE,299,76663.4331,78158.4331,1495,1.950082249,Weekend
21485,RETROSPOT HEART HOT WATER BOTTLE,60,15788.6875,16088.6875,300,1.900094609,Holiday
21485,RETROSPOT HEART HOT WATER BOTTLE,1395,368546.1941,375521.1941,6975,1.892571437,Weekday
21486,PINK HEART DOTS HOT WATER BOTTLE,1,200.3875,205.3875,5,2.495165617,Holiday
21486,PINK HEART DOTS HOT WATER BOTTLE,8,1754.2652,1794.2652,40,2.280156957,Weekend
21486,PINK HEART DOTS HOT WATER BOTTLE,18,3984.888,4074.888,90,2.258532737,Weekday
21488,RED WHITE SCARF  HOT WATER BOTTLE,2,422.683,432.683,10,2.365839175,Holiday
21488,RED WHITE SCARF  HOT WATER BOTTLE,46,20852.0684,21082.0684,230,1.103008083,Weekday
21488,RED WHITE SCARF  HOT WATER BOTTLE,1,458.9019,463.9019,5,1.089557485,Weekend
21491,SET OF THREE VINTAGE GIFT WRAPS,1,101.8015,106.8015,5,4.911518985,Weekday
21494,ROTATING LEAVES T-LIGHT HOLDER,445,38347.5206,40572.5206,2225,5.802200417,Weekend
21494,ROTATING LEAVES T-LIGHT HOLDER,53,4934.3161,5199.3161,265,5.370551757,Holiday
21494,ROTATING LEAVES T-LIGHT HOLDER,765,72067.5982,75892.5982,3825.00000000009,5.307516964,Weekday
21495,SKULLS AND CROSSBONES WRAP,1350,21894.71,28644.71,6750,30.82936472,Weekend
21495,SKULLS AND CROSSBONES WRAP,3100,54496.06,69996.06,15500.0000000001,28.44242318,Weekday
21495,SKULLS AND CROSSBONES WRAP,50,900.17,1150.17,250,27.77253186,Holiday
21497,FANCY FONTS BIRTHDAY WRAP,2575,40662.675,53537.675,12875,31.66294397,Weekend
21497,FANCY FONTS BIRTHDAY WRAP,3500,62026.04,79526.04,17500.0000000002,28.21395659,Weekday
21497,FANCY FONTS BIRTHDAY WRAP,50,900.17,1150.17,250,27.77253186,Holiday
21498,RED RETROSPOT WRAP,2150,36078.35,46828.35,10750,29.79626286,Weekend
21498,RED RETROSPOT WRAP,4787,83498.5458,107433.5458,23935,28.66516988,Weekday
21498,RED RETROSPOT WRAP,125,2250.425,2875.425,625,27.77253186,Holiday
21499,BLUE POLKADOT WRAP,4200,71205.295,92205.295,21000.0000000002,29.49218875,Weekday
21499,BLUE POLKADOT WRAP,1050,18465.41,23715.41,5250,28.43153767,Weekend
21499,BLUE POLKADOT WRAP,50,900.17,1150.17,250,27.77253186,Holiday
21500,PINK POLKADOT WRAP,3675,63095.375,81470.375,18375.0000000002,29.12257832,Weekday
21500,PINK POLKADOT WRAP,1000,17674.78,22674.78,5000,28.28889525,Weekend
21500,PINK POLKADOT WRAP,25,450.085,575.085,125,27.77253186,Holiday
21503,TOYBOX  WRAP,551,9043.5534,11798.5534,2755,30.4636892,Weekday
21503,TOYBOX  WRAP,125,2250.425,2875.425,625,27.77253186,Weekend
21503,TOYBOX  WRAP,25,450.085,575.085,125,27.77253186,Holiday
21504,SKULLS GREETING CARD,702,11708.3922,15218.3922,3510,29.97849696,Weekend
21504,SKULLS GREETING CARD,24,432.0816,552.0816,120,27.77253186,Holiday
21504,SKULLS GREETING CARD,876,15838.8932,20218.8932,4380,27.6534474,Weekday
21506,"FANCY FONT BIRTHDAY CARD,",1138,19483.3874,25173.3874,5690,29.2043672,Weekend
21506,"FANCY FONT BIRTHDAY CARD,",96,1728.3264,2208.3264,480,27.77253186,Holiday
21506,"FANCY FONT BIRTHDAY CARD,",2157,41189.5392,51974.5392,10785,26.18383262,Weekday
21507,ELEPHANT BIRTHDAY CARD,12,216.0408,276.0408,60,27.77253186,Holiday
21507,"ELEPHANT, BIRTHDAY CARD,",12,216.0408,276.0408,60,27.77253186,Holiday
21507,"ELEPHANT, BIRTHDAY CARD,",355,6549.4923,8324.4923,1775,27.10133731,Weekend
21507,ELEPHANT BIRTHDAY CARD,542,10072.2226,12782.2226,2710,26.90568018,Weekday
21507,"ELEPHANT, BIRTHDAY CARD,",963,18709.2627,23524.2627,4815,25.73591529,Weekday
21507,ELEPHANT BIRTHDAY CARD,196,3887.9576,4867.9576,980,25.2060362,Weekend
21508,VINTAGE KID DOLLY CARD,659,11639.1359,14934.1359,3295,28.30966172,Weekend
21508,VINTAGE KID DOLLY CARD,1216,21808.884,27888.884,6080,27.87854711,Weekday
21508,VINTAGE KID DOLLY CARD,26,515.1906,645.1906,130,25.23337965,Holiday
21509,COWBOYS AND INDIANS BIRTHDAY CARD,1955,35219.6504,44994.6504,9775,27.75439247,Weekday
21509,COWBOYS AND INDIANS BIRTHDAY CARD,605,11038.2929,14063.2929,3025,27.40459985,Weekend
21509,COWBOYS AND INDIANS BIRTHDAY CARD,27,556.7451,691.7451,135,24.2480805,Holiday
21518,BANK ACCOUNT  GREETING  CARD,215,3804.4593,4879.4593,1075,28.2563149,Weekday
21518,BANK ACCOUNT  GREETING  CARD,12,216.0408,276.0408,60,27.77253186,Holiday
21518,BANK ACCOUNT  GREETING  CARD,28,504.6429,644.6429,140,27.74238972,Weekend
21519,GIN & TONIC DIET GREETING CARD,1705,30326.6472,38851.6472,8525,28.1105918,Weekday
21519,GIN & TONIC DIET GREETING CARD,587,11085.5723,14020.5723,2935,26.47585457,Weekend
